reference.0,reference.0,
717.475856781,0.0668391585,
713.6184597015,0.0660245195,
709.7610626221,0.0651244223,
705.9036655426,0.0642692074,
702.0462684631,0.0634157211,
698.1888713837,0.0624994785,
694.3314743042,0.0616369396,
690.4740772247,0.0608140305,
686.6166801453,0.0599509552,
682.7592830658,0.0590497665,
678.9018859863,0.0581256747,
675.0444889069,0.0571400635,
671.1870918274,0.0560989939,
667.3296947479,0.0550536029,
663.4722976685,0.0540745221,
659.614900589,0.0530558899,
655.7575035095,0.0520728901,
651.9001064301,0.0510966107,
648.0427093506,0.0501208641,
644.1853122711,0.0493550822,
640.3279151917,0.0486089848,
636.4705181122,0.0477679074,
632.6131210327,0.0469432138,
628.7557239532,0.0460273139,
624.8983268738,0.0452134609,
621.0409297943,0.0444415286,
617.1835327148,0.0437701903,
613.3261356354,0.0431303456,
609.4687385559,0.0426177159,
605.6113414764,0.0419948511,
601.753944397,0.041066736,
597.8965473175,0.0399788097,
594.039150238,0.0388589054,
590.1817531586,0.0377068631,
586.3243560791,0.0365928933,
582.4669589996,0.0355154909,
578.6095619202,0.0345005989,
574.7521648407,0.0336002335,
570.8947677612,0.0328875333,
567.0373706818,0.0324270055,
563.1799736023,0.0323357098,
559.3225765228,0.0326224081,
555.4651794434,0.0331949592,
551.6077823639,0.033908166,
547.7503852844,0.0346474648,
543.892988205,0.0353267118,
540.0355911255,0.0359573998,
536.178194046,0.0365409441,
532.3207969666,0.0370136276,
528.4633998871,0.0373566598,
524.6060028076,0.0375852659,
520.7486057281,0.0376367569,
516.8912086487,0.0375021286,
513.0338115692,0.0371891335,
509.1764144897,0.0367333628,
505.3190174103,0.0361432731,
501.4616203308,0.0355314463,
497.6042232513,0.0347912014,
493.7468261719,0.0338008702,
489.8894290924,0.0326340571,
486.0320320129,0.0314312428,
482.1746349335,0.0301302988,
478.317237854,0.0287769698,
474.4598407745,0.0274165943,
470.6024436951,0.0260631572,
466.7450466156,0.0246744715,
462.8876495361,0.0233408641,
459.0302524567,0.0219996665,
455.1728553772,0.0204934739,
451.3154582977,0.0189795606,
447.4580612183,0.0174472444,
443.6006641388,0.0159122497,
439.7432670593,0.0144034158,
435.8858699799,0.0130187478,
432.0284729004,0.0118095838,
428.1710758209,0.0107605662,
424.3136787415,0.0098982938,
420.456281662,0.0092840474,
416.5988845825,0.0087306574,
412.7414875031,0.0081721805,
408.8840904236,0.0075740786,
405.0266933441,0.0069350628,
401.1692962646,0.0062722256,
397.3118991852,0.0056777704,
393.4545021057,0.0050618164,
389.5971050262,0.0044688187,
385.7397079468,0.0039104661,
381.8823108673,0.0033889292,
378.0249137878,0.0028640316,
374.1675167084,0.002382834,
370.3101196289,0.0019236074,
